Species;Species_Phylo;Family;Trait;Categorie;Tetra_type;Synthetic_natural;Value_diplo;Value_tetra;Ratio;Study_ID;Reference
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Bolting_time;Phenological;Neo;Synthetic;25;47;1,88;1;Corneillie_et_al_2019_Plant_phytol
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Growth_rate;Vegetative;Neo;Synthetic;2,4;2,25;0,9375;1;Corneillie_et_al_2019_Plant_phytol
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Leaf_area;Vegetative;Neo;Synthetic;72;92;1,277777778;1;Corneillie_et_al_2019_Plant_phytol
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Epidermis_cell_size;Cellular - size;Neo;Synthetic;4000;6100;1,525;1;Corneillie_et_al_2019_Plant_phytol
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Guard_cell_size;Cellular - size;Neo;Synthetic;90;170;1,888888889;1;Corneillie_et_al_2019_Plant_phytol
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Cell_number_per_leaf;Cellular - number;Neo;Synthetic;2,7;2,3;0,851851852;1;Corneillie_et_al_2019_Plant_phytol
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Stem_length;Vegetative;Neo;Synthetic;43;60;1,395348837;1;Corneillie_et_al_2019_Plant_phytol
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Dry_mass;Vegetative;Neo;Synthetic;55;95;1,727272727;1;Corneillie_et_al_2019_Plant_phytol
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Stem_Diameter;Vegetative;Neo;Synthetic;1,5;1,9;1,266666667;1;Corneillie_et_al_2019_Plant_phytol
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Plant_height;Vegetative;Neo;Natural;30,4;35,9;1,180921053;2;Li_et_al_2012_Planta
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Rosette_leaf_number;Vegetative;Neo;Natural;17,4;19,9;1,143678161;2;Li_et_al_2012_Planta
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Bolting_time;Phenological;Neo;Natural;27,8;36,1;1,298561151;2;Li_et_al_2012_Planta
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Flowering_time;Phenological;Neo;Natural;36,1;47,3;1,310249307;2;Li_et_al_2012_Planta
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Main_stem_thickness;Vegetative;Neo;Natural;1,31;1,58;1,20610687;2;Li_et_al_2012_Planta
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Cauline_branches;Vegetative;Neo;Natural;4,7;4,2;0,893617021;2;Li_et_al_2012_Planta
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Fertile_siliques_main_stem;Fitness;Neo;Natural;35;41;1,171428571;2;Li_et_al_2012_Planta
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Fertile_siliques_total;Fitness;Neo;Natural;173,1;116,7;0,674176776;2;Li_et_al_2012_Planta
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Silique_length;Vegetative;Neo;Natural;14,8;14,7;0,993243243;2;Li_et_al_2012_Planta
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Seeds_per_siliques;Fitness;Neo;Natural;56,6;45;0,795053004;2;Li_et_al_2012_Planta
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Epidermis_cell_size;Cellular - size;Neo;Natural;3000;5250;1,75;2;Li_et_al_2012_Planta
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Pallisade_cell_size;Cellular - size;Neo;Natural;1350;1500;1,111111111;2;Li_et_al_2012_Planta
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Sepal_area;Floral;Neo;Synthetic;1;1,51;1,51;3;Robinson_et_al_2018_Plant_Cell
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Epidermis_cell_area;Cellular - size;Neo;Synthetic;1;1,76;1,76;3;Robinson_et_al_2018_Plant_Cell
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Epidermis_cell_density;Cellular - number;Neo;Synthetic;1350;1091;0,808148148;3;Robinson_et_al_2018_Plant_Cell
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Epidermis_cell_size;Cellular - size;Neo;Synthetic;150;250;1,666666667;4;Del_Pozzo_et_al_2014_Plant_Cell_Environment
Atriplex confertifolia;Atriplex_patula;Amaranthaceae;Mesophyll_cell_density;Cellular - number;Est;Natural;3;2,4;0,8;5;Warner_Edwards_1989_Plant_physiology
Atriplex confertifolia;Atriplex_patula;Amaranthaceae;Bundle_sheath_cell_density;Cellular - number;Est;Natural;1;0,5;0,5;5;Warner_Edwards_1989_Plant_physiology
Camelia sinensis;Camellia_sinensis;Theaceae;Stomata_density;Cellular - number;Neo;Synthetic;136;189;1,389705882;6;Ng'etich_Wachira_Journal_Horticulture_Science_Biotechnology_2002
Camelia sinensis;Camellia_sinensis;Theaceae;Epidermis_cell_density;Cellular - number;Neo;Synthetic;2849;1579;0,554229554;6;Ng'etich_Wachira_Journal_Horticulture_Science_Biotechnology_2002
Camelia sinensis;Camellia_sinensis;Theaceae;Gard_Cell_length;Cellular - size;Neo;Synthetic;95;181;1,905263158;6;Ng'etich_Wachira_Journal_Horticulture_Science_Biotechnology_2002
Camelia sinensis;Camellia_sinensis;Theaceae;Epidermis_cell_size;Cellular - size;Neo;Synthetic;97;184;1,896907216;6;Ng'etich_Wachira_Journal_Horticulture_Science_Biotechnology_2002
Camelia sinensis;Camellia_sinensis;Theaceae;Leaf_mass;Vegetative;Neo;Synthetic;91;104;1,142857143;6;Ng'etich_Wachira_Journal_Horticulture_Science_Biotechnology_2002
Citrus limonia;Citrus_limonia;Rutaceae;Leaf_thickness;Vegetative;Neo;Natural;0,242;0,309;1,276859504;7;Allario_et_al_2011_J_exp_Biol
Citrus limonia;Citrus_limonia;Rutaceae;Surface_area;Vegetative;Neo;Natural;40,5;38,3;0,945679012;7;Allario_et_al_2011_J_exp_Biol
Citrus limonia;Citrus_limonia;Rutaceae;Dry_mass;Vegetative;Neo;Natural;8,14;8,8;1,081081081;7;Allario_et_al_2011_J_exp_Biol
Citrus limonia;Citrus_limonia;Rutaceae;Stomata_size;Cellular - size;Neo;Natural;290;490;1,689655172;7;Allario_et_al_2011_J_exp_Biol
Citrus limonia;Citrus_limonia;Rutaceae;Stomata_density;Cellular - number;Neo;Natural;400;270;0,675;7;Allario_et_al_2011_J_exp_Biol
Citrus limonia;Citrus_limonia;Rutaceae;Petiol_diameter;Floral;Neo;Natural;1,47;1,52;1,034013605;7;Allario_et_al_2011_J_exp_Biol
Citrus limonia;Citrus_limonia;Rutaceae;Stem_length;Vegetative;Neo;Natural;2,82;3,21;1,138297872;7;Allario_et_al_2011_J_exp_Biol
Citrus limonia;Citrus_limonia;Rutaceae;Stem_width;Vegetative;Neo;Natural;1,8;2,31;1,283333333;7;Allario_et_al_2011_J_exp_Biol
Citrus limonia;Citrus_limonia;Rutaceae;Root_diamter;Vegetative;Neo;Natural;0,4;0,72;1,8;7;Allario_et_al_2011_J_exp_Biol
Citrus limonia;Citrus_limonia;Rutaceae;Cortex_cell_size;Cellular - size;Neo;Natural;1442;1638;1,13592233;7;Allario_et_al_2011_J_exp_Biol
Citrus limonia;Citrus_limonia;Rutaceae;Xylem_cell_size;Cellular - size;Neo;Natural;399;383;0,959899749;7;Allario_et_al_2011_J_exp_Biol
Citrus limonia;Citrus_limonia;Rutaceae;Medula_cell_size;Cellular - size;Neo;Natural;2474;3419;1,381972514;7;Allario_et_al_2011_J_exp_Biol
Citrus limonia;Citrus_limonia;Rutaceae;Cortex_cell_size;Cellular - size;Neo;Natural;552;1046;1,894927536;7;Allario_et_al_2011_J_exp_Biol
Citrus limonia;Citrus_limonia;Rutaceae;Xylem_cell_size;Cellular - size;Neo;Natural;397;494;1,244332494;7;Allario_et_al_2011_J_exp_Biol
Citrus limonia;Citrus_limonia;Rutaceae;Medula_cell_size;Cellular - size;Neo;Natural;2638;2907;1,10197119;7;Allario_et_al_2011_J_exp_Biol
Citrus limonia;Citrus_limonia;Rutaceae;Epidermis_cell_size;Cellular - size;Neo;Natural;76;104;1,368421053;7;Allario_et_al_2011_J_exp_Biol
Citrus limonia;Citrus_limonia;Rutaceae;Cortex_cell_size;Cellular - size;Neo;Natural;546;1125;2,06043956;7;Allario_et_al_2011_J_exp_Biol
Citrus limonia;Citrus_limonia;Rutaceae;Xylem_cell_size;Cellular - size;Neo;Natural;99;117;1,181818182;7;Allario_et_al_2011_J_exp_Biol
Citrus limonia;Citrus_limonia;Rutaceae;Epidermis_cell_size;Cellular - size;Neo;Natural;158;357;2,259493671;7;Allario_et_al_2011_J_exp_Biol
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Leaf_length;Vegetative;Est;Natural;2;2,75;1,375;8;Malik_Tandon_1959_cytologia
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Leaf_breadth;Vegetative;Est;Natural;0,4;0,6;1,5;8;Malik_Tandon_1959_cytologia
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Leaf_thickness;Vegetative;Est;Natural;224;460;2,053571429;8;Malik_Tandon_1959_cytologia
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Guard_cell_size;Cellular - size;Est;Natural;21;29;1,380952381;8;Malik_Tandon_1959_cytologia
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Stomata_size;Cellular - size;Est;Natural;14;17;1,214285714;8;Malik_Tandon_1959_cytologia
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Pollen_fertility;Fitness;Est;Natural;100;98;0,98;8;Malik_Tandon_1959_cytologia
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Flower_number_plant;Fitness;Est;Natural;92;45;0,489130435;8;Malik_Tandon_1959_cytologia
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Flower_node;Fitness;Est;Natural;9;5;0,555555556;8;Malik_Tandon_1959_cytologia
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Length_pedicel;Floral;Est;Natural;0,17;0,3;1,764705882;8;Malik_Tandon_1959_cytologia
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Length_bract;Floral;Est;Natural;0,8;1;1,25;8;Malik_Tandon_1959_cytologia
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Breadth_bract;Floral;Est;Natural;0,2;0,3;1,5;8;Malik_Tandon_1959_cytologia
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Length_Sepal;Floral;Est;Natural;0,4;0,65;1,625;8;Malik_Tandon_1959_cytologia
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Breadth_sepal;Floral;Est;Natural;0,15;0,25;1,666666667;8;Malik_Tandon_1959_cytologia
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Size_corolla_mouth;Floral;Est;Natural;1,3;2,15;1,653846154;8;Malik_Tandon_1959_cytologia
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Corolla_length;Floral;Est;Natural;1,1;1,53;1,390909091;8;Malik_Tandon_1959_cytologia
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Stamen_length;Floral;Est;Natural;0,5;0,95;1,9;8;Malik_Tandon_1959_cytologia
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Ovary_length;Floral;Est;Natural;0,08;0,13;1,625;8;Malik_Tandon_1959_cytologia
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Style_length;Floral;Est;Natural;0,25;0,3;1,2;8;Malik_Tandon_1959_cytologia
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Stigma_length;Floral;Est;Natural;0,35;0,4;1,142857143;8;Malik_Tandon_1959_cytologia
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Ovule_per_ovary;Fitness;Est;Natural;4;4;1;8;Malik_Tandon_1959_cytologia
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Seeds_per_fruits;Fitness;Est;Natural;1,5;1;0,666666667;8;Malik_Tandon_1959_cytologia
Convolvulus pluricaulis;Convolvulus_floridus;convolvulaceae;Seed_length;Vegetative;Est;Natural;0,18;0,3;1,666666667;8;Malik_Tandon_1959_cytologia
Isatis indigotica;Isatis_gymnocarpa;Brassicaceae;Pollen stainability;Fitness;Neo;Synthetic;97;96;0,989690722;9;Zhou_et_al_2015_Plos_One
Isatis indigotica;Isatis_gymnocarpa;Brassicaceae;Photosynthesis_rate;Vegetative;Neo;Synthetic;1,39;2,13;1,532374101;9;Zhou_et_al_2015_Plos_One
Lolium multiflorum;Lolium_multiflorum;Poaceae;Leaf_length;Vegetative;Neo;Synthetic;23;25;1,086956522;10;Sugiyama_2005_Annals_Botany
Lolium multiflorum;Lolium_multiflorum;Poaceae;Epidermis_cell_size;Cellular - size;Neo;Synthetic;483;677;1,401656315;10;Sugiyama_2005_Annals_Botany
Lolium multiflorum;Lolium_multiflorum;Poaceae;Epidermis_cell_size;Cellular - size;Neo;Synthetic;21;26;1,238095238;10;Sugiyama_2005_Annals_Botany
Lolium perenne;Lolium_perenne;Poaceae;Leaf_length;Vegetative;Neo;Synthetic;17;26;1,529411765;10;Sugiyama_2005_Annals_Botany
Lolium perenne;Lolium_perenne;Poaceae;Epidermis_cell_size;Cellular - size;Neo;Synthetic;504;701;1,390873016;10;Sugiyama_2005_Annals_Botany
Lolium perenne;Lolium_perenne;Poaceae;Epidermis_cell_size;Cellular - size;Neo;Synthetic;18;25;1,388888889;10;Sugiyama_2005_Annals_Botany
Citrus sinensis;Citrus_sinensis;Rutaceae;Dry_mass_total;Vegetative;Est;Natural;9,5;10;1,052631579;11;Ruiz_et_al_Journal_Plant_physiology
Citrus sinensis;Citrus_sinensis;Rutaceae;Dry_mass_leaves;Vegetative;Est;Natural;2;2,1;1,05;11;Ruiz_et_al_Journal_Plant_physiology
Citrus sinensis;Citrus_sinensis;Rutaceae;Dry_mass_stems;Vegetative;Est;Natural;4,9;4,7;0,959183673;11;Ruiz_et_al_Journal_Plant_physiology
Citrus sinensis;Citrus_sinensis;Rutaceae;Dry_mass_roots;Vegetative;Est;Natural;2,5;2,75;1,1;11;Ruiz_et_al_Journal_Plant_physiology
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Stem_length;Vegetative;Est;Natural;14,2;14,8;1,042253521;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Stem_number;Vegetative;Est;Natural;3,12;2,86;0,916666667;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Stem_flowering;Fitness;Est;Natural;0,759;0,738;0,972332016;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Flowers_Number;Fitness;Est;Natural;7,72;8,75;1,133419689;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Stem_internode_length;Vegetative;Est;Natural;10,1;12,1;1,198019802;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Leaf_length;Vegetative;Est;Natural;25,1;31,9;1,270916335;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Leaf_width;Vegetative;Est;Natural;3,37;3,08;0,913946588;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Leaf_thickness;Vegetative;Est;Natural;0,407;0,365;0,896805897;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Leaf_Trichome_density;Vegetative;Est;Natural;5,87;2,98;0,507666099;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Guard_cell_size;Cellular - size;Est;Natural;36,7;42,7;1,163487738;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Stomata_density;Cellular - number;Est;Natural;112,7;82,1;0,728482697;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Calyx_length;Floral;Est;Natural;8,43;9,3;1,103202847;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Calyx_trichome_density;Floral;Est;Natural;23,6;22,2;0,940677966;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Corolla_length;Floral;Est;Natural;14,1;16;1,134751773;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Corolla_width;Floral;Est;Natural;1,77;1,85;1,04519774;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Corolla_lobe_length;Floral;Est;Natural;8,26;9,71;1,175544794;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Corolla_lobe_width;Floral;Est;Natural;5,31;6,57;1,237288136;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Anther_length;Floral;Est;Natural;2,2;2,52;1,145454545;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Pollen_diameter;Cellular - size;Est;Natural;39,9;44;1,102756892;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Ovary_length;Floral;Est;Natural;1,51;1,79;1,185430464;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Ovule_number;Fitness;Est;Natural;3,15;3,61;1,146031746;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Style_length;Floral;Est;Natural;9;10,8;1,2;12;Chansler_et_al_2016
Phlox amabilis;Phlox_hoodii;Polemoniaceae;Stigma_length;Floral;Est;Natural;0,83;0,98;1,180722892;12;Chansler_et_al_2016
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Seed_number;Fitness;Neo;Synthetic;12000;8000;0,666666667;13;Chao_et_al_2013
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Seed_number;Fitness;Neo;Synthetic;6500;4000;0,615384615;13;Chao_et_al_2013
Arabidopsis thaliana;Arabidopsis_thaliana;Brassicaceae;Seed_number;Fitness;Neo;Synthetic;6000;4000;0,666666667;13;Chao_et_al_2013
Poncirus trifoliata;Citrus_trifoliata;Rutaceae;Plant_height;Vegetative;Neo;Natural;11;8,2;0,745454545;14;Wei_et_ao_2019_Journal_Biotechnology
Poncirus trifoliata;Citrus_trifoliata;Rutaceae;Leaf_width;Vegetative;Neo;Natural;0,9;1,3;1,444444444;14;Wei_et_ao_2019_Journal_Biotechnology
Poncirus trifoliata;Citrus_trifoliata;Rutaceae;Leaf_thickness;Vegetative;Neo;Natural;100;190;1,9;14;Wei_et_ao_2019_Journal_Biotechnology
Poncirus trifoliata;Citrus_trifoliata;Rutaceae;Stomata_density;Cellular - number;Neo;Natural;600;300;0,5;14;Wei_et_ao_2019_Journal_Biotechnology
Salix Viminalis;Salix_viminalis;Salicaceae;Shoot_height;Vegetative;Neo;Synthetic;83,1;63,925;0,769253911;15;Dudix_et_al_2016_Plant_physiologie
Salix Viminalis;Salix_viminalis;Salicaceae;Stem_Diameter;Vegetative;Neo;Synthetic;6,59;7,175;1,088770865;15;Dudix_et_al_2016_Plant_physiologie
Asparagus officinalis;Asparagus_cochinchinensis;Asparagaceae;Stomata_length;Cellular - size;Neo;Synthetic;41,9;47,8;1,140811456;16;Chen_et_al_2020_Scientia_Horticulturae
Asparagus officinalis;Asparagus_cochinchinensis;Asparagaceae;Stomata_length;Cellular - size;Neo;Synthetic;42,3;48;1,134751773;16;Chen_et_al_2020_Scientia_Horticulturae
Asparagus officinalis;Asparagus_cochinchinensis;Asparagaceae;Stomata_width;Cellular - size;Neo;Synthetic;40,1;45,6;1,137157107;16;Chen_et_al_2020_Scientia_Horticulturae
Asparagus officinalis;Asparagus_cochinchinensis;Asparagaceae;Stomata_width;Cellular - size;Neo;Synthetic;40,1;46;1,14713217;16;Chen_et_al_2020_Scientia_Horticulturae
Asparagus officinalis;Asparagus_cochinchinensis;Asparagaceae;Stomata_density;Cellular - number;Neo;Synthetic;11,2;5,3;0,473214286;16;Chen_et_al_2020_Scientia_Horticulturae
Asparagus officinalis;Asparagus_cochinchinensis;Asparagaceae;Stomata_density;Cellular - number;Neo;Synthetic;10,7;5,3;0,495327103;16;Chen_et_al_2020_Scientia_Horticulturae
Asparagus officinalis;Asparagus_cochinchinensis;Asparagaceae;Chloroplast_density;Cellular - number;Neo;Synthetic;16,3;31,7;1,944785276;16;Chen_et_al_2020_Scientia_Horticulturae
Asparagus officinalis;Asparagus_cochinchinensis;Asparagaceae;Chloroplast_density;Cellular - number;Neo;Synthetic;16,7;32,3;1,934131737;16;Chen_et_al_2020_Scientia_Horticulturae
Asparagus officinalis;Asparagus_cochinchinensis;Asparagaceae;Phylloclades_length;Vegetative;Neo;Synthetic;16,1;26,3;1,633540373;16;Chen_et_al_2020_Scientia_Horticulturae
Asparagus officinalis;Asparagus_cochinchinensis;Asparagaceae;Phylloclades_length;Vegetative;Neo;Synthetic;16,4;26,3;1,603658537;16;Chen_et_al_2020_Scientia_Horticulturae
Asparagus officinalis;Asparagus_cochinchinensis;Asparagaceae;Phylloclades_width;Vegetative;Neo;Synthetic;0,2;0,4;2;16;Chen_et_al_2020_Scientia_Horticulturae
Asparagus officinalis;Asparagus_cochinchinensis;Asparagaceae;Phylloclades_width;Vegetative;Neo;Synthetic;0,2;0,4;2;16;Chen_et_al_2020_Scientia_Horticulturae
Asparagus officinalis;Asparagus_cochinchinensis;Asparagaceae;Internode_length;Vegetative;Neo;Synthetic;27,6;22,2;0,804347826;16;Chen_et_al_2020_Scientia_Horticulturae
Asparagus officinalis;Asparagus_cochinchinensis;Asparagaceae;Internode_length;Vegetative;Neo;Synthetic;28;21,3;0,760714286;16;Chen_et_al_2020_Scientia_Horticulturae
Brassica rapa;Brassica_rapa;Brassicaceae;Granna_height;Cellular - size;Neo;Synthetic;0,22;0,35;1,590909091;17;Zhang_et_al_2020_Plant_Cell_physiology
Brassica rapa;Brassica_rapa;Brassicaceae;Leaf_weight;Vegetative;Neo;Synthetic;25;27,5;1,1;17;Zhang_et_al_2020_Plant_Cell_physiology
Brassica rapa;Brassica_rapa;Brassicaceae;Leaf_weight;Vegetative;Neo;Synthetic;22,5;25;1,111111111;17;Zhang_et_al_2020_Plant_Cell_physiology
Brassica rapa;Brassica_rapa;Brassicaceae;Leaf_weight;Vegetative;Neo;Synthetic;20;23;1,15;17;Zhang_et_al_2020_Plant_Cell_physiology
Chamerion angustifolium;Chamerion_angustifolium;Onagraceae;Stomata_length;Cellular - size;Neo;Synthetic;24;32,1;1,3375;18;Maherali_et_al_2019_New_Phytologist
Chamerion angustifolium;Chamerion_angustifolium;Onagraceae;Stomata_length;Cellular - size;Est;Natural;24;27,8;1,158333333;18;Maherali_et_al_2019_New_Phytologist
Chamerion angustifolium;Chamerion_angustifolium;Onagraceae;Stomata_density;Cellular - number;Neo;Synthetic;64,3;43,1;0,67029549;18;Maherali_et_al_2019_New_Phytologist
Chamerion angustifolium;Chamerion_angustifolium;Onagraceae;Stomatal_density;Cellular - number;Est;Natural;64,3;49,1;0,763608087;18;Maherali_et_al_2019_New_Phytologist
Chamerion angustifolium;Chamerion_angustifolium;Onagraceae;Leaf_size;Vegetative;Neo;Synthetic;48,3;57,4;1,188405797;18;Maherali_et_al_2019_New_Phytologist
Chamerion angustifolium;Chamerion_angustifolium;Onagraceae;Leaf_size;Vegetative;Est;Natural;48,3;53,4;1,105590062;18;Maherali_et_al_2019_New_Phytologist
Chamerion angustifolium;Chamerion_angustifolium;Onagraceae;Stem_Diameter;Vegetative;Neo;Synthetic;3,4;3,8;1,117647059;18;Maherali_et_al_2019_New_Phytologist
Chamerion angustifolium;Chamerion_angustifolium;Onagraceae;Stem_Diameter;Vegetative;Est;Natural;3,4;3,8;1,117647059;18;Maherali_et_al_2019_New_Phytologist
Citrus reticulata;Citrus_reticulata;Rutaceae;Plant_height;Vegetative;Neo;Synthetic;120;80;0,666666667;19;Tan_et_al_2017_Metabolomics
Poncirus trifoliata;Citrus_trifoliata;Rutaceae;Plant_height;Vegetative;Neo;Synthetic;100;70;0,7;19;Tan_et_al_2017_Metabolomics
Poncirus trifoliata;Citrus_trifoliata;Rutaceae;Plant_height;Vegetative;Neo;Synthetic;80;60;0,75;19;Tan_et_al_2017_Metabolomics
Citrus reticulata;Citrus_reticulata;Rutaceae;Stem_Diameter;Vegetative;Neo;Synthetic;1,05;1;0,952380952;19;Tan_et_al_2017_Metabolomics
Poncirus trifoliata;Citrus_trifoliata;Rutaceae;Stem_Diameter;Vegetative;Neo;Synthetic;0,7;0,75;1,071428571;19;Tan_et_al_2017_Metabolomics
Poncirus trifoliata;Citrus_trifoliata;Rutaceae;Stem_Diameter;Vegetative;Neo;Synthetic;0,8;0,7;0,875;19;Tan_et_al_2017_Metabolomics
Citrus reticulata;Citrus_reticulata;Rutaceae;Leaf_area;Vegetative;Neo;Synthetic;14,5;22;1,517241379;19;Tan_et_al_2017_Metabolomics
Poncirus trifoliata;Citrus_trifoliata;Rutaceae;Leaf_area;Vegetative;Neo;Synthetic;7,5;8,5;1,133333333;19;Tan_et_al_2017_Metabolomics
Poncirus trifoliata;Citrus_trifoliata;Rutaceae;Leaf_area;Vegetative;Neo;Synthetic;5;7;1,4;19;Tan_et_al_2017_Metabolomics
Citrus reticulata;Citrus_reticulata;Rutaceae;Leaf_thickness;Vegetative;Neo;Synthetic;0,3;0,4;1,333333333;19;Tan_et_al_2017_Metabolomics
Poncirus trifoliata;Citrus_trifoliata;Rutaceae;Leaf_thickness;Vegetative;Neo;Synthetic;0,25;0,33;1,32;19;Tan_et_al_2017_Metabolomics
Poncirus trifoliata;Citrus_trifoliata;Rutaceae;Leaf_thickness;Vegetative;Neo;Synthetic;0,3;0,375;1,25;19;Tan_et_al_2017_Metabolomics
Citrus reticulata;Citrus_reticulata;Rutaceae;Stomata_size;Cellular - size;Neo;Synthetic;425;700;1,647058824;19;Tan_et_al_2017_Metabolomics
Poncirus trifoliata;Citrus_trifoliata;Rutaceae;Stomata_size;Cellular - size;Neo;Synthetic;425;775;1,823529412;19;Tan_et_al_2017_Metabolomics
Poncirus trifoliata;Citrus_trifoliata;Rutaceae;Stomata_size;Cellular - size;Neo;Synthetic;400;750;1,875;19;Tan_et_al_2017_Metabolomics
Citrus reticulata;Citrus_reticulata;Rutaceae;Stomata_density;Cellular - number;Neo;Synthetic;325;180;0,553846154;19;Tan_et_al_2017_Metabolomics
Poncirus trifoliata;Citrus_trifoliata;Rutaceae;Stomata_density;Cellular - number;Neo;Synthetic;500;300;0,6;19;Tan_et_al_2017_Metabolomics
Poncirus trifoliata;Citrus_trifoliata;Rutaceae;Stomata_density;Cellular - number;Neo;Synthetic;475;300;0,631578947;19;Tan_et_al_2017_Metabolomics
Clematis heracleifolia;Clematis_heracleifolia;Ranunculaceae;Stomata_size;Cellular - size;Neo;Synthetic;23,5;32,8;1,395744681;20;Wu_et_al_2013_Caryologia
Clematis heracleifolia;Clematis_heracleifolia;Ranunculaceae;Stomata_width;Cellular - size;Neo;Synthetic;38,8;46,6;1,201030928;20;Wu_et_al_2013_Caryologia
Fragaria vesca sub. Bracteata;Fragaria_vesca;Rosaceae;Stomata_length;Cellular - size;Neo;Synthetic;13,46373804;17,28778184;1,284025417;21;Wei_et_al_2019_New_Phytologist
